"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1005110","00","Paid","32329","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","41","41","53.44","49.14","49.14","DAV","I07","ZENNER & RITTER, INC","DAV","1/3/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/3/2007",""
"1005111","00","Paid","32331","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","26","18","1,140.85","1,613.69","1,049.06","rrr","I07","ZENNER & RITTER, INC","rrr","1/3/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/3/2007","ot"
"1005111","01","Paid","32331","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","8","8","614.04","564.63","564.63","rrr","I07","ZENNER & RITTER, INC","rrr","1/3/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/3/2007","ot"
"1005116","00","Paid","32330 81 mitchell","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","1","1","53.60","49.29","49.29","rrr","I07","ZENNER & RITTER, INC","rrr","1/3/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/3/2007","ot"
"1005125","00","Paid","32950","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","5","5","51.39","47.26","47.26","DCS","I07","ZENNER & RITTER, INC","DCS","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/3/2007","CNTR"
"1005133","00","Paid","32803 / 1595 MARION","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","2","2","336.59","309.51","309.51","DCS","I07","ZENNER & RITTER, INC","DCS","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/3/2007","OT"
"1005147","00","Paid","32781","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","-1","-1","-780.83","-718.00","-718.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/3/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/3/2007",""
"1005150","00","Paid","32805","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","28","28","77.46","71.23","71.23","DCS","I07","ZENNER & RITTER, INC","DCS","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/3/2007","CNTR"
"1005151","00","Paid","32922","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","262","262","686.52","631.28","631.28","DCS","I07","ZENNER & RITTER, INC","DCS","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/3/2007","CNTR"
"1005159","00","Paid","32333","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/3/2007","1/3/2007","1/3/2007","1/3/2007","1","1","182.74","168.04","168.04","DCS","I07","ZENNER & RITTER, INC","DJWI","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","1/3/2007",""
"1005171","00","Paid","32334 / 86 ESTHER","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/4/2007","1/4/2007","1/4/2007","1/4/2007","1","1","302.00","277.70","277.70","DCS","I07","ZENNER & RITTER, INC","DCS","1/3/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/4/2007","OT"
"1005189","00","Paid","32809  benett villiage","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","1/4/2007","1/4/2007","1/4/2007","1/4/2007","1","1","506.44","506.44","506.44","rrr","I07","HEAP JOBS","rrr","1/4/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/4/2007",""
"1005191","00","Paid","32335","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/4/2007","1/4/2007","1/4/2007","1/4/2007","18","18","32.26","29.66","29.66","DCS","I07","ZENNER & RITTER, INC","DCS","1/4/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/4/2007","CNTR"
"1005195","00","Paid","32909","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/4/2007","1/4/2007","1/4/2007","1/4/2007","9","9","190.76","175.41","175.41","DCS","I07","ZENNER & RITTER, INC","DCS","1/4/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/4/2007","OT"
"1005223","00","Paid","32337","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/4/2007","1/4/2007","1/4/2007","1/4/2007","1","1","34.52","31.74","31.74","rrr","I07","ZENNER & RITTER, INC","rrr","1/4/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/4/2007","ot"
"1005228","00","Paid","32812 WINSLOW","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","1/5/2007","1/5/2007","1/5/2007","1/5/2007","1","1","411.00","411.00","411.00","CJSC","I07","HEAP JOBS","XRRR","1/4/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","","1/4/2007","OT"
"1005250","00","Paid","w0520620","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/5/2007","1/5/2007","1/5/2007","1/5/2007","-1","-1","-512.02","-470.83","-470.83","rrr","I07","ZENNER & RITTER, INC","rrr","1/5/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/5/2007",""
"1005258","00","Paid","32929","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/5/2007","1/5/2007","1/5/2007","1/5/2007","0","0","13.78","12.67","12.67","DCS","I07","ZENNER & RITTER, INC","DCS","1/5/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/5/2007","CNTR"
"1005264","00","Paid","32814 / ARONDALE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/5/2007","1/5/2007","1/5/2007","1/5/2007","1","1","158.78","146.00","146.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/5/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/5/2007","OT"
"1005274","00","Paid","32911","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/5/2007","1/5/2007","1/5/2007","1/5/2007","622","622","1,357.13","1,247.93","1,247.93","DCS","I07","ZENNER & RITTER, INC","DCS","1/5/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/5/2007","OT"
"1005331","00","Paid","32962","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/8/2007","1/8/2007","1/6/2007","1/6/2007","3","1","70.52","75.35","64.85","DAV","I07","ZENNER & RITTER, INC","PSD","1/6/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","psd","1/6/2007",""
"1005331","01","Paid","32962","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/8/2007","1/8/2007","1/10/2007","1/10/2007","2","2","11.42","10.50","10.50","DAV","I07","ZENNER & RITTER, INC","PSD","1/6/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","psd","1/9/2007",""
"1005375","00","Paid","32819 deangelo drive","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/10/2007","1/10/2007","1/10/2007","1/10/2007","1","1","970.05","892.00","892.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/8/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/8/2007","ot"
"1005398","00","Paid","32966","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/8/2007","1/8/2007","1/8/2007","1/8/2007","12","12","96.02","88.30","88.30","XRRR","I07","ZENNER & RITTER, INC","XRRR","1/8/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/8/2007",""
"1005411","00","Paid","32928","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/8/2007","1/8/2007","1/8/2007","1/8/2007","1","1","73.17","67.28","67.28","DAV","I07","ZENNER & RITTER, INC","DAV","1/8/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/8/2007",""
"1005412","00","Paid","32965 WYOMING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/8/2007","1/8/2007","1/8/2007","1/8/2007","1","1","75.39","69.33","69.33","DAV","I07","ZENNER & RITTER, INC","DAV","1/8/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/8/2007",""
"1005414","00","Paid","32965-WYOMING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/8/2007","1/8/2007","1/8/2007","1/8/2007","3","3","32.69","30.06","30.06","DAV","I07","ZENNER & RITTER, INC","DAV","1/8/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/8/2007",""
"1005421","00","Paid","32349-40 GARRISON RD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/8/2007","1/8/2007","1/16/2007","1/16/2007","1","1","84.70","77.88","77.88","DAV","I07","ZENNER & RITTER, INC","DAV","1/8/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/8/2007","CNTR"
"1005425","00","Paid","32824 / CALIFORNIA","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","1","1","1,048.35","964.00","964.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/8/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/8/2007","OT"
"1005427","00","Paid","32822 / PARK DRIVE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","4","4","364.25","334.94","334.94","DCS","I07","ZENNER & RITTER, INC","DCS","1/8/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/8/2007","OT"
"1005428","00","Paid","32823-MORGAN PKWY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","2","2","605.74","557.00","557.00","XRRR","I07","ZENNER & RITTER, INC","DAV","1/8/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/8/2007","OT"
"1005446","00","Paid","7925 / MORGAN PARKWAY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","2","2","75.92","69.81","69.81","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","CNTR"
"1005448","00","Paid","32816","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","2","2","20.22","18.60","18.60","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","CNTR"
"1005450","00","Paid","32816","1097756","ZENNER & RITTER, INC","*","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","-4","-4","-24.71","-22.72","-22.72","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","CNTR"
"1005455","00","Paid","32350","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","2","2","77.36","71.13","71.13","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","OT"
"1005460","00","Paid","38551","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","1","1","109.29","100.50","100.50","DAV","I07","ZENNER & RITTER, INC","DAV","1/9/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/9/2007",""
"1005471","00","Paid","32828 / CANTERBURY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","2","2","429.47","394.91","394.91","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","OT"
"1005474","00","Paid","32829 / PROMENADE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","1","1","26.01","23.91","23.91","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/9/2007","OT"
"1005487","00","Paid","32830 elm","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2006","1/15/2006","1/15/2007","1/15/2007","3","2","320.58","1,058.79","294.79","rrr","I07","ZENNER & RITTER, INC","rrr","1/9/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/14/2007","ot"
"1005487","01","Paid","32830 elm","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2006","1/15/2006","1/15/2007","1/15/2007","1","1","830.85","764.00","764.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/9/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/15/2007","ot"
"1005496","00","Paid","32831 / SHERIDAN HILL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","21.69","19.94","19.94","DCS","I07","ZENNER & RITTER, INC","DCS","1/9/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/14/2007","OT"
"1005497","00","Paid","32968","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","1/9/2007","1/9/2007","1/9/2007","1/9/2007","2","2","110.70","101.79","101.79","DAV","I07","ZENNER & RITTER, INC","DAV","1/9/2007","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","1/9/2007",""
"1005506","00","Paid","32915","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/10/2007","1/10/2007","1/10/2007","1/10/2007","119","87","216.08","285.60","198.69","rrr","I07","ZENNER & RITTER, INC","rrr","1/9/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/9/2007","ot"
"1005506","01","Paid","32915","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/10/2007","1/10/2007","1/10/2007","1/10/2007","32","32","94.52","86.91","86.91","rrr","I07","ZENNER & RITTER, INC","rrr","1/9/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/10/2007","ot"
"1005543","00","Paid","32832","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/10/2007","1/10/2007","1/10/2007","1/10/2007","3","3","280.31","257.76","257.76","DCS","I07","ZENNER & RITTER, INC","DCS","1/10/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/10/2007","OT"
"1005545","00","Paid","w0520621","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Return Merchandise","","","1/10/2007","1/10/2007","1/10/2007","1/10/2007","-1","-1","-390.48","-359.06","-359.06","rrr","I07","ZENNER & RITTER, INC","rrr","1/10/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/10/2007",""
"1005599","00","Paid","32836 / CONGRESS","1097756","ZENNER & RITTER, INC","","*","HABITAT","HABITAT FOR HUMANITY","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HABITAT","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","451.00","451.00","451.00","CJSC","I07","61 WENDE STREET","CJSC","1/10/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/15/2007","OT"
"1005600","00","Paid","32835 / NORTHAMPTON","1097756","ZENNER & RITTER, INC","","*","HABITAT","HABITAT FOR HUMANITY","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HABITAT","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","835.49","835.49","835.49","CJSC","I07","61 WENDE STREET","CJSC","1/10/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/15/2007","OT"
"1005643","00","Paid","32916","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","550","550","191.40","176.00","176.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/11/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/11/2007","OT"
"1005651","00","Paid","32979","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","4","4","145.94","134.20","134.20","DCS","I07","ZENNER & RITTER, INC","DCS","1/11/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/11/2007","CNTR"
"1005652","00","Paid","32775","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","6.56","6.03","6.03","CJSC","I07","ZENNER & RITTER, INC","CJSC","1/11/2007","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/15/2007","OT"
"1005654","00","Paid","32916  STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/11/2007","1/11/2007","1/11/2007","1/11/2007","5","5","90.48","83.20","83.20","XRRR","I07","ZENNER & RITTER, INC","DJWI","1/11/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","1/11/2007",""
"1005658","00","Paid","32840 / AMY DRIVE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","1","1","1,351.71","1,242.95","1,242.95","DCS","I07","ZENNER & RITTER, INC","DCS","1/11/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/11/2007","OT"
"1005702","00","Paid","32983  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","160","160","554.44","509.83","509.83","XRRR","I07","ZENNER & RITTER, INC","DJWI","1/12/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","1/12/2007",""
"1005714","00","Paid","32838","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","4","4","82.72","76.07","76.07","XRRR","I07","ZENNER & RITTER, INC","PSD","1/12/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","psd","1/12/2007",""
"1005733","00","Paid","32992 hopkins","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","1","1","446.96","411.00","411.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/12/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/12/2007",""
"1005735","00","Paid","32995-SCHOOL","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","1","1","446.96","411.00","411.00","XRRR","I07","ZENNER & RITTER, INC","DAV","1/12/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","1/12/2007","OT"
"1005751","00","Paid","32381","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/12/2007","1/12/2007","1/12/2007","1/12/2007","1","1","53.60","49.29","49.29","XRRR","I07","ZENNER & RITTER, INC","CJSC","1/12/2007","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","cjsc","1/12/2007",""
"1005764","00","Paid","32987 blane","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","885.23","814.00","814.00","rrr","I07","ZENNER & RITTER, INC","rrr","1/15/2007","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","1/15/2007","ot"
"1005766","00","Paid","38553 / VALLEY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","2","2","110.70","101.79","101.79","DCS","I07","ZENNER & RITTER, INC","DCS","1/15/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/15/2007","OT"
"1005776","00","Paid","32999 / NIAGARA ST.","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","1/15/2007","1/15/2007","1/15/2007","1/15/2007","1","1","418.69","385.00","385.00","DCS","I07","ZENNER & RITTER, INC","DCS","1/15/2007","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/15/2007","OT"
