"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1002962","00","Paid","32434 / 22 GROSVNER","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","5","5","47.91","44.06","44.06","DCS","I07","ZENNER & RITTER, INC","DCS","11/28/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/28/2006","CNTR"
"1002970","00","Paid","32666 / JOHNATHAN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","3","3","1,184.62","1,089.31","1,089.31","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/28/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/30/2006","OT"
"1002977","00","Paid","32238","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","5","5","139.73","128.49","128.49","DAV","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/28/2006",""
"1002979","00","Paid","32666 / JOHNATHAN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","4/18/2007","4/18/2007","5/10/2007","5/10/2007","1","1","730.80","672.00","672.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/28/2006","No","y","","","0","00","","","1002970-00","Clifford Schulz  inact","Open - Scott Kohler","cjsc","4/18/2007","OT"
"1003010","00","Paid","32672-LINCOLN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/7/2006","12/7/2006","12/7/2006","12/7/2006","1","1","436.09","401.00","401.00","xrrr","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003011","00","Paid","32671-LASALCE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","2","2","66.12","60.80","60.80","xrrr","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003012","00","Paid","32676-CHERRY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/8/2006","12/8/2006","12/8/2006","12/8/2006","1","1","946.13","870.00","870.00","xrrr","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003014","00","Paid","32669-WORKELY","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","11/29/2006","11/29/2006","11/29/2006","11/29/2006","1","1","401.00","401.00","401.00","xrrr","I07","HEAP JOBS","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003015","00","Paid","32670-WOODLAWN","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","11/29/2006","11/29/2006","11/29/2006","11/29/2006","2","2","438.28","438.28","438.28","xrrr","I07","HEAP JOBS","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003016","00","Paid","32587-RUSKIN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","3","3","1,168.04","1,074.06","1,074.06","xrrr","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","11/28/2006","OT"
"1003017","00","Paid","32244","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/28/2006","11/28/2006","11/29/2006","11/29/2006","4","4","243.73","224.12","224.12","DAV","I07","ZENNER & RITTER, INC","dav","11/28/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/28/2006","CNTR"
"1003023","00","Paid","32245  95 6th STREET","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","1","1","67.98","62.51","62.51","DJWI","I07","ZENNER & RITTER, INC","DJWI","11/28/2006","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","11/28/2006",""
"1003024","00","Paid","32441   WABASH","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","7","7","186.07","171.10","171.10","DAV","I07","ZENNER & RITTER, INC","DAV","11/28/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/28/2006",""
"1003031","00","Paid","32679","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/28/2006","11/28/2006","11/28/2006","11/28/2006","82","82","587.29","540.04","540.04","DCS","I07","ZENNER & RITTER, INC","DCS","11/28/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/28/2006","CNTR"
"1003072","00","Paid","32250 52 kings view co","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/29/2006","11/29/2006","1","1","34.52","31.74","31.74","rrr","I07","ZENNER & RITTER, INC","rrr","11/29/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/29/2006","ot"
"1003096","00","Paid","32461- Scotch & Sirl","1097756","ZENNER & RITTER, INC","","*","001","Scotch & Sirloin","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/6/2006","12/6/2006","12/15/2006","12/15/2006","1","1","1,683.36","1,547.91","1,547.91","sek","I07","ZENNER & RITTER, INC","sek","11/29/2006","No","y","","","0","00","","","","Scott Kohler","Open - Scott Kohler","sek","12/15/2006","ot"
"1003103","00","Paid","32252  syt bartholimu","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/30/2006","11/30/2006","1","1","65.40","60.13","60.13","rrr","I07","ZENNER & RITTER, INC","rrr","11/29/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/29/2006","ot"
"1003114","00","Paid","32253-9749 COBBLESTONE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","1","1","36.16","33.25","33.25","DAV","I07","ZENNER & RITTER, INC","DAV","11/29/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/1/2006","OT"
"1003119","00","Paid","32727","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/18/2006","12/18/2006","1/9/2007","1/9/2007","15","6","256.01","1,137.68","195.41","rrr","I07","ZENNER & RITTER, INC","DCS","12/8/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","dcs","12/14/2006","CNTR"
"1003119","01","Paid","32727","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/18/2006","12/18/2006","12/22/2006","12/22/2006","9","7","439.75","942.27","404.37","rrr","I07","ZENNER & RITTER, INC","DCS","12/8/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","dcs","12/22/2006","CNTR"
"1003119","02","Paid","32727","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/18/2006","12/18/2006","2/21/2007","2/21/2007","2","2","584.97","537.90","537.90","rrr","I07","ZENNER & RITTER, INC","DCS","12/8/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","dcs","2/20/2007","CNTR"
"1003121","00","Paid","32682 / NORTHINGTON","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/14/2006","12/14/2006","12/14/2006","12/14/2006","1","1","55.80","51.31","51.31","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/29/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/12/2006","OT"
"1003122","00","Paid","32683-MEADOW ST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/6/2006","12/6/2006","12/6/2006","12/6/2006","2","2","1,284.67","1,181.31","1,181.31","DAV","I07","ZENNER & RITTER, INC","DAV","11/29/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","11/29/2006","OT"
"1003123","00","Paid","32254- 89 NORWOOD","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","1","1","38.03","34.97","34.97","DAV","I07","ZENNER & RITTER, INC","DAV","11/29/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/1/2006","OT"
"1003125","00","Paid","32255 77 brandon","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/29/2006","11/29/2006","11/30/2006","11/30/2006","1","1","84.70","77.88","77.88","rrr","I07","ZENNER & RITTER, INC","rrr","11/29/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","11/29/2006","ot"
"1003152","00","Paid","32257","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/30/2006","11/30/2006","11/30/2006","11/30/2006","1","1","175.36","161.25","161.25","DCS","I07","ZENNER & RITTER, INC","DCS","11/30/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/30/2006","CNTR"
"1003171","00","Paid","7925 / CRESTHAVEN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","11/30/2006","11/30/2006","11/30/2006","11/30/2006","1","1","8.15","7.49","7.49","DCS","I07","ZENNER & RITTER, INC","DCS","11/30/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","11/30/2006","CNTR"
"1003185","00","Paid","32259/205 CHARTER OAKS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","11/30/2006","11/30/2006","11/30/2006","11/30/2006","2","2","141.05","129.70","129.70","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/30/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","11/30/2006","OT"
"1003190","00","Paid","32690 / MARY LOU","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/5/2006","12/5/2006","12/5/2006","12/5/2006","3","3","1,160.70","1,067.31","1,067.31","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/30/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/3/2006","OT"
"1003192","00","Paid","32690 / MARY LOU","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","5/1/2007","4/4/2007","4/5/2007","4/5/2007","1","1","855.86","787.00","787.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","11/30/2006","No","y","","","0","00","","","1003190-00","Clifford Schulz  inact","Open - Scott Kohler","cjsc","4/4/2007","OT"
"1003254","00","Paid","32695-FRENCH","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","1","1","431.18","396.49","396.49","DAV","I07","ZENNER & RITTER, INC","DAV","12/1/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/1/2006","OT"
"1003268","00","Paid","32696 ART MORE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","1","1","407.81","375.00","375.00","DJWI","I07","ZENNER & RITTER, INC","DJWI","12/1/2006","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","12/3/2006","OT"
"1003273","00","Paid","32692 / GALIOEO","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","2","2","38.22","35.14","35.14","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/1/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/1/2006","OT"
"1003275","00","Paid","32694 / NORTH HARVEST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","2","2","204.14","187.71","187.71","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/1/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/1/2006","OT"
"1003279","00","Paid","32694 / NORTH HARVEST","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","5/1/2007","5/1/2007","6/5/2007","6/5/2007","1","1","675.34","621.00","621.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/1/2006","No","y","","","0","00","","","1003275-00","Clifford Schulz  inact","Open - Scott Kohler","cjsc","4/18/2007","OT"
"1003286","00","Paid","32698  LIVINGSTONE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","5/1/2007","5/1/2007","4/2/2007","4/2/2007","1","1","804.75","740.00","740.00","DCS","I07","ZENNER & RITTER, INC","DJWI","12/1/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","djwi","4/2/2007","OT"
"1003289","00","Paid","32699  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","60","50","99.60","112.56","91.59","tsru","I07","ZENNER & RITTER, INC","DJWI","12/1/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","12/1/2006",""
"1003289","01","Paid","32699  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/4/2006","12/4/2006","8","6","14.16","17.26","13.02","tsru","I07","ZENNER & RITTER, INC","DJWI","12/1/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","12/4/2006",""
"1003289","02","Paid","32699  GENERATORS","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/1/2006","12/1/2006","12/7/2006","12/7/2006","2","2","4.61","4.24","4.24","tsru","I07","ZENNER & RITTER, INC","DJWI","12/1/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","12/6/2006",""
"1003324","00","Paid","32700  WALNUT CREEK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","2","2","2,044.50","1,880.00","1,880.00","DJWI","I07","ZENNER & RITTER, INC","DJWI","12/4/2006","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","12/4/2006","OT"
"1003334","00","Paid","32473 hartford","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","1","1","84.70","77.88","77.88","rrr","I07","ZENNER & RITTER, INC","RRR","12/4/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","12/4/2006","ot"
"1003337","00","Paid","32457","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","806","686","190.47","185.94","175.14","rrr","I07","ZENNER & RITTER, INC","RRR","12/4/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","12/4/2006",""
"1003337","01","Paid","32457","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","120","120","11.74","10.80","10.80","rrr","I07","ZENNER & RITTER, INC","RRR","12/4/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","12/4/2006",""
"1003338","00","Paid","CHURCH OF GOD 526 HIGH","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/4/2006","12/4/2006","12/4/2006","12/4/2006","1","1","109.52","100.71","100.71","tsru","I07","ZENNER & RITTER, INC","DAV","12/4/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","12/4/2006",""
"1003400","00","Paid","32704  GENESSE","1097756","ZENNER & RITTER, INC","!","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/11/2006","12/11/2006","12/11/2006","12/11/2006","1","1","597.04","549.00","549.00","DAV","I07","ZENNER & RITTER, INC","DJWI","12/4/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","12/4/2006","OT"
"1003401","00","Paid","32703 HUMBOLT","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/11/2006","12/11/2006","12/11/2006","12/11/2006","1","1","487.99","448.73","448.73","DAV","I07","ZENNER & RITTER, INC","DJWI","12/4/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","12/4/2006","OT"
